StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,"Prolific ID ",Questionnaire D _1,Questionnaire D _2,Questionnaire D _3,Questionnaire D _4,Questionnaire D _5,Questionnaire D _6,Questionnaire D _7,Questionnaire D _8,Questionnaire D _9,Questionnaire D _10,Questionnaire D _11,Questionnaire D _12,Questionnaire D _13,Questionnaire D _14,Questionnaire D _15,Questionnaire D _16,Questionnaire D _17,PROLIFIC_PID,AttentionCheckStatus
2024-10-24 16:50:10,2024-10-24 16:51:57,IP Address,100,107,True,2024-10-24 16:51:58,R_2l3owfdQqnrpa0g,anonymous,EN-GB,I accept,6033e14232d8420e2e0d1986,Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,6033e14232d8420e2e0d1986,
2024-10-24 16:50:03,2024-10-24 16:51:58,IP Address,100,115,True,2024-10-24 16:51:59,R_2HxWM6MAIULinbH,anonymous,EN-GB,I accept,60dcdb32344741b83aac3e38,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,60dcdb32344741b83aac3e38,
2024-10-24 16:50:16,2024-10-24 16:51:58,IP Address,100,102,True,2024-10-24 16:51:59,R_2NaHHG13jjMomBV,anonymous,EN-GB,I accept,5e1b2b3e4a955b350b1e0a63,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,5e1b2b3e4a955b350b1e0a63,
2024-10-24 16:50:03,2024-10-24 16:51:59,IP Address,100,115,True,2024-10-24 16:51:59,R_2iheBPSQsrfXp1Y,anonymous,EN-GB,I accept,5fe07d7950a719947124ee7d,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,5fe07d7950a719947124ee7d,
2024-10-24 16:50:07,2024-10-24 16:52:00,IP Address,100,112,True,2024-10-24 16:52:00,R_7qCd3ycgu7N637v,anonymous,EN-GB,I accept,6595938bf754e3013651e556,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,6595938bf754e3013651e556,
2024-10-24 16:50:28,2024-10-24 16:52:06,IP Address,100,98,True,2024-10-24 16:52:07,R_5Ei8sEvJvrBb2Ti,anonymous,EN-GB,I accept,6481e7756969fcd48ea9c634,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Agree,6481e7756969fcd48ea9c634,
2024-10-24 16:50:27,2024-10-24 16:52:09,IP Address,100,102,True,2024-10-24 16:52:09,R_2kh9NDwoFkrgoec,anonymous,EN-GB,I accept,5d40a12f4994c40001e4b80c,Disagree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,5d40a12f4994c40001e4b80c,
2024-10-24 16:49:57,2024-10-24 16:52:10,IP Address,100,133,True,2024-10-24 16:52:11,R_8QzK13oX6Xg8EQn,anonymous,EN-GB,I accept,5bb775b0f1f9ba000140e7b3,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,5bb775b0f1f9ba000140e7b3,
2024-10-24 16:50:22,2024-10-24 16:52:12,IP Address,100,109,True,2024-10-24 16:52:13,R_2pJ467WY7nvbKi5,anonymous,EN-GB,I accept,5d46ac9623a1260018201bf8,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,5d46ac9623a1260018201bf8,
2024-10-24 16:50:08,2024-10-24 16:52:13,IP Address,100,125,True,2024-10-24 16:52:14,R_8NJu6EkzcLdl7GI,anonymous,EN-GB,I accept,66644f7feb0727f0260cb37e,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,66644f7feb0727f0260cb37e,
2024-10-24 16:50:08,2024-10-24 16:52:15,IP Address,100,126,True,2024-10-24 16:52:16,R_827r5hHQpMMU6gp,anonymous,EN-GB,I accept,66031000461c44484ac359a8,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,66031000461c44484ac359a8,
2024-10-24 16:49:59,2024-10-24 16:52:17,IP Address,100,137,True,2024-10-24 16:52:18,R_8wABLwdgCPszDBj,anonymous,EN-GB,I accept,6665fdcffb9c8e828cd159cd,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,6665fdcffb9c8e828cd159cd,
2024-10-24 16:50:10,2024-10-24 16:52:20,IP Address,100,129,True,2024-10-24 16:52:20,R_21TAfGHdZ7a5T9L,anonymous,EN-GB,I accept,60fdcdfb86fc00e96a9adf9f,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,60fdcdfb86fc00e96a9adf9f,
2024-10-24 16:49:29,2024-10-24 16:52:24,IP Address,100,174,True,2024-10-24 16:52:24,R_54qK7lwLKmamQfm,anonymous,EN-GB,I accept,66d29886c53f1949f8275cba,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,66d29886c53f1949f8275cba,
2024-10-24 16:50:11,2024-10-24 16:52:26,IP Address,100,134,True,2024-10-24 16:52:27,R_2eRvXnRWJbZTYhB,anonymous,EN-GB,I accept,5f566443352f600826449f4b,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,5f566443352f600826449f4b,
2024-10-24 16:49:38,2024-10-24 16:52:27,IP Address,100,169,True,2024-10-24 16:52:27,R_8PAoojeoylKEUqk,anonymous,EN-GB,I accept,6672d70c5675d16c732c7273,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Disagree,Agree,6672d70c5675d16c732c7273,
2024-10-24 16:50:25,2024-10-24 16:52:38,IP Address,100,132,True,2024-10-24 16:52:38,R_8T8BkCipCJCDbVf,anonymous,EN-GB,I accept,66f300386ef5575e593d681b,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,66f300386ef5575e593d681b,
2024-10-24 16:50:25,2024-10-24 16:52:39,IP Address,100,134,True,2024-10-24 16:52:40,R_5m8N2aO4sa9Mq5w,anonymous,EN-GB,I accept,66e36f486ca7e6924fa02ff3,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,66e36f486ca7e6924fa02ff3,
2024-10-24 16:50:23,2024-10-24 16:52:40,IP Address,100,137,True,2024-10-24 16:52:41,R_2mIfTF6ldGdudIF,anonymous,EN-GB,I accept,669ead0b8baa798838ac2787,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,669ead0b8baa798838ac2787,
2024-10-24 16:50:36,2024-10-24 16:52:40,IP Address,100,124,True,2024-10-24 16:52:41,R_8O3AGHqO0RpqLE5,anonymous,EN-GB,I accept,60fcd2ade28cc412d542108c,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,60fcd2ade28cc412d542108c,
2024-10-24 16:49:50,2024-10-24 16:52:41,IP Address,100,171,True,2024-10-24 16:52:42,R_2NysFr9Icquyh8c,anonymous,EN-GB,I accept,669087979625c5bc8216e01a,Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,669087979625c5bc8216e01a,
2024-10-24 16:50:12,2024-10-24 16:52:46,IP Address,100,153,True,2024-10-24 16:52:47,R_4TYnCSdhoxZXe8U,anonymous,EN-GB,I accept,65fad673a546ab14baf2f8d3,Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,65fad673a546ab14baf2f8d3,
2024-10-24 16:50:04,2024-10-24 16:52:49,IP Address,100,165,True,2024-10-24 16:52:50,R_8WIR2U7xDrllGZ4,anonymous,EN-GB,I accept,66b8b88e1cc1007785c3d26d,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,66b8b88e1cc1007785c3d26d,
2024-10-24 16:50:24,2024-10-24 16:52:52,IP Address,100,148,True,2024-10-24 16:52:53,R_85DlRM5VZpVq6JP,anonymous,EN-GB,I accept,66c20e40f99b8b3acfe593c2,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,66c20e40f99b8b3acfe593c2,
2024-10-24 16:51:43,2024-10-24 16:52:56,IP Address,100,72,True,2024-10-24 16:52:56,R_2MxTPzUvMj9voVs,anonymous,EN-GB,I accept,63ebd39a63bb79b50d438ab7,Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,63ebd39a63bb79b50d438ab7,
2024-10-24 16:50:26,2024-10-24 16:52:59,IP Address,100,153,True,2024-10-24 16:53:00,R_2CXgnoU3T8zqpiN,anonymous,EN-GB,I accept,66b21efe484829f1390d2efa,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,66b21efe484829f1390d2efa,
2024-10-24 16:49:54,2024-10-24 16:53:00,IP Address,100,186,True,2024-10-24 16:53:01,R_2eqOZ4uTYRnO5pV,anonymous,EN-GB,I accept,6078941143fd5306c860164f,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,6078941143fd5306c860164f,
2024-10-24 16:49:50,2024-10-24 16:53:03,IP Address,100,192,True,2024-10-24 16:53:03,R_2YsV0WhBhMpS0cM,anonymous,EN-GB,I accept,66071c67294f2e86b99e2df7,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,66071c67294f2e86b99e2df7,
2024-10-24 16:50:15,2024-10-24 16:53:05,IP Address,100,169,True,2024-10-24 16:53:05,R_8G1IJzYLImf2Qh3,anonymous,EN-GB,I accept,66ab89b44b96b0cfbfe98010,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,66ab89b44b96b0cfbfe98010,
2024-10-24 16:49:52,2024-10-24 16:53:07,IP Address,100,194,True,2024-10-24 16:53:08,R_2w4CMYE8ZgouO5r,anonymous,EN-GB,I accept,6717f8223b8a0faf46833b5c,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,6717f8223b8a0faf46833b5c,
2024-10-24 16:50:27,2024-10-24 16:53:08,IP Address,100,160,True,2024-10-24 16:53:09,R_2QyZnoc80PN97Qn,anonymous,EN-GB,I accept,66d076d3eb61cf592a9aeef1,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,66d076d3eb61cf592a9aeef1,
2024-10-24 16:50:32,2024-10-24 16:53:11,IP Address,100,158,True,2024-10-24 16:53:12,R_3IFpxDauYPHD1uN,anonymous,EN-GB,I accept,61310db855a32fc69c440550,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,61310db855a32fc69c440550,
2024-10-24 16:50:27,2024-10-24 16:53:14,IP Address,100,167,True,2024-10-24 16:53:15,R_2dH8pcgTC2h6gvb,anonymous,EN-GB,I accept,66d53bdfe6d7a979e98b67e4,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,66d53bdfe6d7a979e98b67e4,
2024-10-24 16:51:47,2024-10-24 16:53:21,IP Address,100,93,True,2024-10-24 16:53:21,R_208nbne5tt8rV9f,anonymous,EN-GB,I accept,66b0a5a53d2e5f2ab8ae2a9a,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,66b0a5a53d2e5f2ab8ae2a9a,
2024-10-24 16:49:18,2024-10-24 16:53:25,IP Address,100,247,True,2024-10-24 16:53:26,R_8qWSqFZmNi9Z0J3,anonymous,EN-GB,I accept,5c63f034571f930001eb232d,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Agree,5c63f034571f930001eb232d,
2024-10-24 16:50:12,2024-10-24 16:53:27,IP Address,100,195,True,2024-10-24 16:53:28,R_8oHed0f6vH2bcPm,anonymous,EN-GB,I accept,650876be747398fcb416369d,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,650876be747398fcb416369d,
2024-10-24 16:51:00,2024-10-24 16:53:28,IP Address,100,147,True,2024-10-24 16:53:29,R_8RGuc6XQvTXGODn,anonymous,EN-GB,I accept,572f526c3c27e7000e0b8aaa,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,572f526c3c27e7000e0b8aaa,
2024-10-24 16:50:47,2024-10-24 16:53:30,IP Address,100,162,True,2024-10-24 16:53:31,R_8UvLtExtANEX2TL,anonymous,EN-GB,I accept,666332f78511d3871b06751a,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,666332f78511d3871b06751a,
2024-10-24 16:50:13,2024-10-24 16:53:31,IP Address,100,198,True,2024-10-24 16:53:32,R_277svfNHwdCocWc,anonymous,EN-GB,I accept,5f15e7e87185b3289d7f5e62,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,5f15e7e87185b3289d7f5e62,
2024-10-24 16:50:23,2024-10-24 16:53:40,IP Address,100,196,True,2024-10-24 16:53:40,R_8Azb1JEsYQ13Eit,anonymous,EN-GB,I accept,6697c171a98ad73b24c88f50,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,6697c171a98ad73b24c88f50,
2024-10-24 16:50:30,2024-10-24 16:53:41,IP Address,100,190,True,2024-10-24 16:53:41,R_2I3rx4Jz72zwYLf,anonymous,EN-GB,I accept,6156052577b4bd0ecccfb2c5,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,6156052577b4bd0ecccfb2c5,
2024-10-24 16:51:39,2024-10-24 16:53:41,IP Address,100,122,True,2024-10-24 16:53:41,R_8dEkp9KE25VCnKg,anonymous,EN-GB,I accept,63c80a427dfa1305502df5a8,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,63c80a427dfa1305502df5a8,
2024-10-24 16:50:04,2024-10-24 16:53:41,IP Address,100,216,True,2024-10-24 16:53:42,R_8NzAtbCqQRw252h,anonymous,EN-GB,I accept,66b8c106cc43c649a591c139,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,66b8c106cc43c649a591c139,
2024-10-24 16:51:26,2024-10-24 16:53:42,IP Address,100,135,True,2024-10-24 16:53:42,R_69k3NgxNPilDKMx,anonymous,EN-GB,I accept,666af4d6bf41af7b36d832be,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,666af4d6bf41af7b36d832be,
2024-10-24 16:49:48,2024-10-24 16:53:44,IP Address,100,235,True,2024-10-24 16:53:44,R_2PMht0kbKZfBU2d,anonymous,EN-GB,I accept,6497e970e2621e753513a695,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,6497e970e2621e753513a695,
2024-10-24 16:50:15,2024-10-24 16:53:57,IP Address,100,221,True,2024-10-24 16:53:57,R_2kLZkucTTJlP039,anonymous,EN-GB,I accept,5b69e50eee7ae000017bd038,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,5b69e50eee7ae000017bd038,
2024-10-24 16:51:24,2024-10-24 16:54:00,IP Address,100,155,True,2024-10-24 16:54:00,R_2ouIpaIEj67ISDb,anonymous,EN-GB,I accept,667ac09492ea0caadf488520,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,667ac09492ea0caadf488520,
2024-10-24 16:52:02,2024-10-24 16:54:04,IP Address,100,122,True,2024-10-24 16:54:04,R_1w6010hpYKMLLzj,anonymous,EN-GB,I accept,5ddf074601fadfe804d466a2,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Agree,5ddf074601fadfe804d466a2,
2024-10-24 16:52:56,2024-10-24 16:54:21,IP Address,100,84,True,2024-10-24 16:54:21,R_7g5ArBDlaNhQWX4,anonymous,EN-GB,I accept,666385ac665424f2b86186cd,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,666385ac665424f2b86186cd,
2024-10-24 16:52:03,2024-10-24 16:54:22,IP Address,100,138,True,2024-10-24 16:54:23,R_2nNRVc3xarPFNDa,anonymous,EN-GB,I accept,5bb2a0148f3bd70001e5633f,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,5bb2a0148f3bd70001e5633f,
2024-10-24 16:50:06,2024-10-24 16:54:24,IP Address,100,258,True,2024-10-24 16:54:24,R_4htnvrJpWK9lBwq,anonymous,EN-GB,I accept,667975e04dbb2e8fc4633d76,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,667975e04dbb2e8fc4633d76,
2024-10-24 16:50:36,2024-10-24 16:54:24,IP Address,100,228,True,2024-10-24 16:54:25,R_8mKj8kqlvQLKd8O,anonymous,EN-GB,I accept,608930a9d426b23a7b53c710,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,608930a9d426b23a7b53c710,
2024-10-24 16:51:17,2024-10-24 16:54:32,IP Address,100,194,True,2024-10-24 16:54:32,R_2kiUyI6kD12E5Nk,anonymous,EN-GB,I accept,66699df0992bf048a6e6b085,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Agree,66699df0992bf048a6e6b085,
2024-10-24 16:49:26,2024-10-24 16:54:44,IP Address,100,318,True,2024-10-24 16:54:45,R_8NeUD5ubZSkTFQB,anonymous,EN-GB,I accept,664c8dd7baa052f7b1e88417,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,664c8dd7baa052f7b1e88417,
2024-10-24 16:51:15,2024-10-24 16:54:49,IP Address,100,213,True,2024-10-24 16:54:49,R_8zI8ehNAn3uhPFv,anonymous,EN-GB,I accept,5eadaff848b26f4483ae62d9,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,5eadaff848b26f4483ae62d9,
2024-10-24 16:53:35,2024-10-24 16:55:07,IP Address,100,91,True,2024-10-24 16:55:08,R_81v0XShXm4KgRMZ,anonymous,EN-GB,I accept,616203313353a70de264025d,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,616203313353a70de264025d,
2024-10-24 16:50:16,2024-10-24 16:55:22,IP Address,100,305,True,2024-10-24 16:55:22,R_2MGPAUkzs8Ec7bH,anonymous,EN-GB,I accept,66d9bbe350fa8c3b31b6a76e,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,66d9bbe350fa8c3b31b6a76e,
2024-10-24 16:50:40,2024-10-24 16:55:58,IP Address,100,318,True,2024-10-24 16:55:59,R_8xsALCgR1iGDnu9,anonymous,EN-GB,I accept,6171f219ee27aa0e23d076aa,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,6171f219ee27aa0e23d076aa,
2024-10-24 16:53:04,2024-10-24 16:56:01,IP Address,100,177,True,2024-10-24 16:56:03,R_615Rmh90k54oSum,anonymous,EN-GB,I accept,6712080beba15ccb8cc25e93,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,6712080beba15ccb8cc25e93,
2024-10-24 16:53:12,2024-10-24 16:56:55,IP Address,100,222,True,2024-10-24 16:56:56,R_8ypCscpsS4LeXxD,anonymous,EN-GB,I accept,66bee189301ec37fa2885e0f,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,66bee189301ec37fa2885e0f,
2024-10-24 16:51:45,2024-10-24 16:57:21,IP Address,100,335,True,2024-10-24 16:57:21,R_87UqF5OdkmDtwL1,anonymous,EN-GB,I accept,5bdc97be76d6d50001bc2c84,Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,5bdc97be76d6d50001bc2c84,
2024-10-24 16:51:55,2024-10-24 16:59:18,IP Address,100,443,True,2024-10-24 16:59:19,R_2VmT51GzQKRwVR6,anonymous,EN-GB,I accept,66b792a09354b3fa1a3c5af9,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,66b792a09354b3fa1a3c5af9,
